,CASE_ID,Age,Sex,Sex_Name,Seat,Seat_pos,Fatality,Drinking_Involvement,Drugs_involvement,Injury_Severity,Race_Involvement,Rollover,SchoolBus_involvement,Vehicle_withTrailers
0,10614,60,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10760,60,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10173,60,1,Male,11,"Front Seat, Left Side",22:00-22:59,0,9,4,1,1,0,0
0,10686,60,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10446,60,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10668,60,2,Female,11,"Front Seat, Left Side",8:00-8:59,0,0,4,1,0,0,0
0,10046,61,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10135,61,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,3,0,0,0,0
0,10010,61,1,Male,11,"Front Seat, Left Side",18:00-18:59,9,9,4,2,0,0,0
0,10223,61,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10268,61,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10091,61,2,Female,11,"Front Seat, Left Side",11:00-11:59,0,0,4,2,0,0,0
0,10123,62,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,0
0,10245,62,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,1
0,10664,62,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10076,62,1,Male,11,"Front Seat, Left Side",15:00-15:59,1,9,4,2,1,0,0
0,10179,62,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10240,62,2,Female,11,"Front Seat, Left Side",8:00-8:59,0,0,4,1,0,0,0
0,10307,63,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,1
0,10388,63,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,9,2,0,1,0,0
0,10502,63,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10524,63,1,Male,11,"Front Seat, Left Side",8:00-8:59,0,0,4,1,1,0,0
0,10441,63,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10393,63,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10607,63,2,Female,11,"Front Seat, Left Side",17:00-17:59,0,0,4,1,0,0,0
0,10358,64,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10010,64,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10722,64,1,Male,11,"Front Seat, Left Side",17:00-17:59,1,9,4,2,0,0,0
0,10249,64,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10117,64,2,Female,11,"Front Seat, Left Side",11:00-11:59,0,0,4,1,0,0,0
0,10186,65,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,2,0,1,0,0
0,10514,65,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),1,9,3,0,0,0,0
0,10285,65,1,Male,11,"Front Seat, Left Side",18:00-18:59,0,0,4,1,0,0,0
0,10721,65,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,0
0,10057,65,2,Female,11,"Front Seat, Left Side",17:00-17:59,0,0,4,1,1,0,0
0,10478,66,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10021,66,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10653,66,1,Male,11,"Front Seat, Left Side",7:00-7:59,9,9,4,1,1,0,0
0,10607,66,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,0
0,10101,66,2,Female,11,"Front Seat, Left Side",17:00-17:59,9,9,4,1,1,0,0
0,10670,67,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,1,0,0
0,10048,67,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10193,67,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10495,67,1,Male,11,"Front Seat, Left Side",19:00-19:59,9,9,4,1,0,0,0
0,10654,67,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10652,67,2,Female,11,"Front Seat, Left Side",19:00-19:59,0,0,4,1,0,0,0
0,10059,68,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10770,68,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,3,0,1,0,1
0,10179,68,1,Male,11,"Front Seat, Left Side",10:00-10:59,0,0,4,1,0,0,0
0,10037,68,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10290,68,2,Female,11,"Front Seat, Left Side",16:00-16:59,0,0,4,1,0,0,0
0,10042,69,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,0
0,10084,69,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,3,0,0,0,0
0,10688,69,1,Male,11,"Front Seat, Left Side",5:00-5:59,9,0,4,1,0,0,0
0,10224,69,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,9,1,0,0,0,0
0,10370,69,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10165,69,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10027,69,2,Female,11,"Front Seat, Left Side",Unknown,0,0,4,1,0,0,0
0,10420,70,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10021,70,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10440,70,1,Male,11,"Front Seat, Left Side",4:00-4:59,0,0,4,1,0,0,0
0,10460,70,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10549,70,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10171,70,2,Female,11,"Front Seat, Left Side",3:00-3:59,0,0,4,1,0,0,0
