,CASE_ID,Age,Sex,Sex_Name,Seat,Seat_pos,Fatality,Drinking_Involvement,Drugs_involvement,Injury_Severity,Race_Involvement,Rollover,SchoolBus_involvement,Vehicle_withTrailers
0,10536,56,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,3,0,1,0,0
0,10369,56,2,Female,11,"Front Seat, Left Side",12:00-12:59,9,9,4,1,0,0,0
0,10217,57,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10381,57,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10466,57,1,Male,11,"Front Seat, Left Side",14:00-14:59,0,0,4,1,1,0,0
0,10110,57,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10269,57,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10578,57,2,Female,11,"Front Seat, Left Side",19:00-19:59,0,0,4,1,0,0,0
0,10287,58,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10688,58,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10079,58,1,Male,11,"Front Seat, Left Side",21:00-21:59,0,0,4,1,0,0,0
0,10067,58,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10526,58,2,Female,11,"Front Seat, Left Side",1:00-1:59,1,9,4,1,0,0,0
0,10456,59,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,1
0,10560,59,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),1,1,3,0,1,0,0
0,10278,59,1,Male,11,"Front Seat, Left Side",19:00-19:59,0,0,4,1,0,0,0
0,10335,59,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),1,9,2,0,1,0,0
0,10032,59,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10349,59,2,Female,11,"Front Seat, Left Side",16:00-16:59,0,0,4,1,0,0,0
0,10729,60,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,2,0,0,0,0
0,10028,60,1,Male,11,"Front Seat, Left Side",10:00-10:59,0,0,4,1,0,0,0
0,10248,60,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,1,0,0
0,10192,60,2,Female,11,"Front Seat, Left Side",14:00-14:59,0,0,4,1,1,0,0
0,10638,61,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,1
0,10142,61,1,Male,11,"Front Seat, Left Side",15:00-15:59,9,9,4,1,0,0,0
0,10103,61,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,0
0,10529,61,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10433,61,2,Female,11,"Front Seat, Left Side",12:00-12:59,0,0,4,1,0,0,0
0,10045,62,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,1
0,10580,62,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,3,0,0,0,0
0,10017,62,1,Male,11,"Front Seat, Left Side",17:00-17:59,0,0,4,1,0,0,0
0,10038,62,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),8,8,1,0,0,0,0
0,10585,62,2,Female,11,"Front Seat, Left Side",Unknown,9,9,4,1,0,0,0
0,10178,63,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10398,63,1,Male,11,"Front Seat, Left Side",11:00-11:59,0,0,4,1,0,0,0
0,10562,63,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10255,63,2,Female,11,"Front Seat, Left Side",13:00-13:59,0,0,4,1,0,0,0
0,10596,64,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10422,64,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,1,0,1
0,10618,64,1,Male,11,"Front Seat, Left Side",7:00-7:59,8,8,4,1,0,0,0
0,10725,64,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10116,64,2,Female,11,"Front Seat, Left Side",16:00-16:59,0,0,4,2,0,0,0
0,10281,65,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,0,0
0,10344,65,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,2,0,1,0,0
0,10702,65,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,1,0,0
0,10538,65,1,Male,11,"Front Seat, Left Side",16:00-16:59,9,9,4,2,1,0,0
0,10052,65,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10144,65,2,Female,11,"Front Seat, Left Side",20:00-20:59,1,9,4,1,0,0,0
0,10689,66,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),9,9,2,0,0,0,1
0,10654,66,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,1
0,10511,66,1,Male,11,"Front Seat, Left Side",11:00-11:59,0,0,4,2,0,0,0
0,10592,66,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10434,66,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,1,0,0
0,10111,66,2,Female,11,"Front Seat, Left Side",Unknown,9,9,4,1,1,0,0
0,10651,67,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10002,67,1,Male,11,"Front Seat, Left Side",Unknown,0,0,4,1,0,0,0
0,10593,67,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10475,68,1,Male,11,"Front Seat, Left Side",7:00-7:59,9,9,4,2,0,0,0
0,10151,68,2,Female,11,"Front Seat, Left Side",8:00-8:59,0,0,4,1,1,0,0
0,10468,69,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10175,69,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10292,69,1,Male,11,"Front Seat, Left Side",19:00-19:59,0,0,4,2,0,0,1
0,10307,69,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,2,0,0,0,0
0,10057,69,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10516,69,2,Female,11,"Front Seat, Left Side",20:00-20:59,0,9,4,1,0,0,0
0,10227,70,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,1,0,0,1,0
0,10251,70,1,Male,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10543,70,1,Male,11,"Front Seat, Left Side",10:00-10:59,0,0,4,1,0,0,0
0,10148,70,2,Female,11,"Front Seat, Left Side",Not Applicable (Non-fatal),0,0,3,0,0,0,0
0,10279,70,2,Female,11,"Front Seat, Left Side",7:00-7:59,9,9,4,2,0,0,0
